# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 5K of event 'cycles'
# Event count (approx.): 4546231725
#
# Overhead        Period  Command          Shared Object         Symbol                                                                                                                                                                    
# ........  ............  ...............  ....................  ..........................................................................................................................................................................
#
     0.06%       2663353  java             libjvm.so             [.] AdapterHandlerLibrary::get_simple_adapter
     0.06%       2663029  java             libjvm.so             [.] CardTable::invalidate
     0.06%       2662450  C2 CompilerThre  libjvm.so             [.] TypeInstPtr::make
     0.06%       2661765  java             libjvm.so             [.] ClassFileParser::fill_instance_klass
     0.06%       2661592  java             [JIT] tid 157535      [.] 0x00007fe1556db747
     0.06%       2660880  java             libjvm.so             [.] LinkResolver::resolve_field
     0.06%       2660146  C2 CompilerThre  libjvm.so             [.] IndexSet::IndexSet
     0.06%       2656600  java             libjvm.so             [.] constantPoolHandle::~constantPoolHandle
     0.06%       2656268  C2 CompilerThre  libjvm.so             [.] Node::disconnect_inputs
     0.06%       2655462  java             libjvm.so             [.] InterpreterRuntime::resolve_get_put
     0.06%       2655309  java             [JIT] tid 157535      [.] 0x00007fe1556d8434
     0.06%       2655110  java             libjvm.so             [.] ConstMethod::localvariable_table_start
     0.06%       2654962  java             libjvm.so             [.] ClassFileParser::verify_legal_method_signature
     0.06%       2654167  java             libc.so.6             [.] __memmove_sse2_unaligned_erms
     0.06%       2653913  java             [JIT] tid 157535      [.] 0x00007fe1556e703c
     0.06%       2653485  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::get_ctrl
     0.06%       2652745  java             libjava.so            [.] readBytes
     0.06%       2652549  C2 CompilerThre  libjvm.so             [.] CallNode::Value
     0.06%       2652162  java             [JIT] tid 157535      [.] 0x00007fe1556e7e7c
     0.06%       2652046  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::mark_ssa
     0.06%       2650590  java             libjimage.so          [.] ImageLocation::set_data
     0.06%       2650476  C2 CompilerThre  libjvm.so             [.] PhaseCFG::schedule_node_into_block
     0.06%       2650194  java             libjvm.so             [.] StackMapTable::check_jump_target
     0.06%       2649764  java             [JIT] tid 157535      [.] 0x00007fe1556eb7d6
     0.06%       2649429  java             libjvm.so             [.] VerificationType::is_reference_assignable_from
     0.06%       2649083  java             libjvm.so             [.] ConstMethod::allocate
     0.06%       2648629  java             [JIT] tid 157535      [.] 0x00007fe1556cf08b
     0.06%       2648546  java             [JIT] tid 157535      [.] 0x00007fe1556e8347
     0.06%       2648244  java             libjvm.so             [.] StackMapReader::next
     0.06%       2647624  C2 CompilerThre  libjvm.so             [.] OopFlow::compute_reach
     0.06%       2644271  java             [JIT] tid 157535      [.] 0x00007fe1556dd653
     0.06%       2644212  java             libjvm.so             [.] Mutex::lock_without_safepoint_check
     0.06%       2643509  C1 CompilerThre  libjvm.so             [.] LinearScan::compute_global_live_sets
     0.06%       2641929  java             libjvm.so             [.] SystemDictionary::resolve_or_fail
     0.06%       2641921  java             [JIT] tid 157535      [.] 0x00007fe1556e9a49
     0.06%       2641878  C1 CompilerThre  libjvm.so             [.] Instruction::as_Phi
     0.06%       2641303  C1 CompilerThre  libjvm.so             [.] LinearScanWalker::find_optimal_split_pos
     0.06%       2639821  java             libjvm.so             [.] StackMapFrame::copy_locals
     0.06%       2639107  java             libjvm.so             [.] FieldLayout::reconstruct_layout
     0.06%       2638995  java             [JIT] tid 157535      [.] 0x00007fe1556e8975
     0.06%       2638531  C2 CompilerThre  libjvm.so             [.] PhaseCFG::select
     0.06%       2637983  java             libjvm.so             [.] QuickSort::inner_sort<false, Method*, int (*)(Method*, Method*)>
     0.06%       2637468  C2 CompilerThre  libjvm.so             [.] PhaseGVN::transform_no_reclaim
     0.06%       2637320  java             [JIT] tid 157535      [.] 0x00007fe1556e80db
     0.06%       2637250  java             libjvm.so             [.] ClassFileParser::parse_localvariable_table
     0.06%       2637131  java             [JIT] tid 157535      [.] 0x00007fe1556db6ba
     0.06%       2636382  java             libc.so.6             [.] __memset_avx2_unaligned
     0.06%       2635843  java             libjvm.so             [.] VirtualSpace::reserved_size
     0.06%       2635517  java             libjvm.so             [.] __tls_get_addr@plt
     0.06%       2634661  C2 CompilerThre  libjvm.so             [.] PhaseOutput::FillLocArray
     0.06%       2634319  java             [JIT] tid 157535      [.] 0x00007fe1556db716
     0.06%       2633529  C2 CompilerThre  libjvm.so             [.] TypeTuple::hash
     0.06%       2633481  java             [JIT] tid 157535      [.] 0x00007fe1556d8230
     0.06%       2633349  java             libjvm.so             [.] ConstantPool::klass_name_at
     0.06%       2633286  java             libjimage.so          [.] ImageFileReader::find_location_index
     0.06%       2632866  java             libjvm.so             [.] nmethod::is_unloading
     0.06%       2632620  java             libjvm.so             [.] klassVtable::needs_new_vtable_entry
     0.06%       2630596  java             libjvm.so             [.] JfrRecorderService::is_recording
     0.06%       2630494  java             [JIT] tid 157535      [.] 0x00007fe1556dd6d3
     0.06%       2628424  java             [kernel.kallsyms]     [k] syscall_exit_work
     0.06%       2627786  C2 CompilerThre  libjvm.so             [.] Node::Node
     0.06%       2626175  java             [JIT] tid 157535      [.] 0x00007fe1556d825a
     0.06%       2624388  java             [JIT] tid 157535      [.] 0x00007fe1556d8245
     0.06%       2624179  java             [kernel.kallsyms]     [k] _raw_spin_lock
     0.06%       2622682  C1 CompilerThre  libjvm.so             [.] ciMethodBlocks::do_analysis
     0.06%       2619638  C2 CompilerThre  libjvm.so             [.] NTarjan::LINK
     0.06%       2613578  java             libjvm.so             [.] StackMapFrame::pop_stack
     0.06%       2610524  C1 CompilerThre  libjvm.so             [.] BitMap::set_union
     0.06%       2610310  java             [kernel.kallsyms]     [k] __fget_light
     0.06%       2606673  C1 CompilerThre  libc.so.6             [.] __strchr_avx2
     0.06%       2604611  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::build_ifg_virtual
     0.06%       2602973  C1 CompilerThre  libjvm.so             [.] GraphBuilder::handle_exception
     0.06%       2602757  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::build_and_optimize
     0.06%       2602637  C2 CompilerThre  libjvm.so             [.] Parse::do_one_block
     0.06%       2601017  C2 CompilerThre  libjvm.so             [.] JVMState::clone_shallow
     0.06%       2598756  C2 CompilerThre  libjvm.so             [.] Block::succ_prob
     0.06%       2598210  java             libjvm.so             [.] ChunkPool::allocate
     0.06%       2597440  java             [JIT] tid 157535      [.] 0x00007fe1556e9b00
     0.06%       2591555  C1 CompilerThre  libjvm.so             [.] ChunkPool::allocate
     0.06%       2590023  C1 CompilerThre  libjvm.so             [.] LocationValue::write_on
     0.06%       2588589  C1 CompilerThre  libjvm.so             [.] ComputeLinearScanOrder::count_edges
     0.06%       2583695  java             libjava.so            [.] fixClassname
     0.06%       2581864  C1 CompilerThre  libjvm.so             [.] OopMapStream::find_next
     0.06%       2579460  C2 CompilerThre  libjvm.so             [.] StartNode::pinned
     0.06%       2575843  C2 CompilerThre  libjvm.so             [.] PhiNode::Identity
     0.06%       2575347  C2 CompilerThre  libc.so.6             [.] __memmove_sse2_unaligned_erms
     0.06%       2574102  C1 CompilerThre  libjvm.so             [.] ValueStack::pin_stack_for_linear_scan
     0.06%       2572706  C2 CompilerThre  libjvm.so             [.] TypeInstPtr::hash
     0.06%       2572115  C2 CompilerThre  libjvm.so             [.] Type::uhash
     0.06%       2569154  C1 CompilerThre  libjvm.so             [.] nmethod::oops_do
     0.06%       2564345  C2 CompilerThre  libjvm.so             [.] RegMask::is_bound
     0.06%       2558071  C1 CompilerThre  libjvm.so             [.] LinearScan::sort_intervals_after_allocation
     0.06%       2552479  C2 CompilerThre  libjvm.so             [.] PhaseCFG::adjust_register_pressure
     0.06%       2552159  java             libjvm.so             [.] SignatureStream::SignatureStream
     0.06%       2549816  C1 CompilerThre  libjvm.so             [.] LinearScan::compute_oop_map
     0.06%       2547622  C2 CompilerThre  libjvm.so             [.] PhaseChaitin::Register_Allocate
     0.06%       2532461  C1 CompilerThre  libjvm.so             [.] LIR_Assembler::emit_code
     0.06%       2532058  C2 CompilerThre  libjvm.so             [.] ProjNode::is_uncommon_trap_if_pattern
     0.06%       2531232  C1 CompilerThre  libjvm.so             [.] ComputeLinearScanOrder::compute_order
     0.06%       2529787  C2 CompilerThre  libjvm.so             [.] PhaseAggressiveCoalesce::coalesce
     0.06%       2527496  C1 CompilerThre  libjvm.so             [.] MethodData::compute_data_size
     0.06%       2523156  C2 CompilerThre  libjvm.so             [.] ciInstanceKlass::get_field_by_offset
     0.06%       2522334  java             libjvm.so             [.] AccessInternal::PostRuntimeDispatch<CardTableBarrierSet::AccessBarrier<270432ul, CardTableBarrierSet>, (AccessInternal::BarrierType)9, 270432ul>::access_barrier
     0.06%       2521235  C2 CompilerThre  libjvm.so             [.] PhaseIterGVN::PhaseIterGVN
     0.06%       2515375  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::split_if_with_blocks_post
     0.06%       2509890  C2 CompilerThre  libjvm.so             [.] TypeInstPtr::xdual
     0.06%       2508909  java             [kernel.kallsyms]     [k] security_file_permission
     0.05%       2499369  C1 CompilerThre  libjvm.so             [.] SubstitutionResolver::block_do
     0.05%       2494889  C1 CompilerThre  libjvm.so             [.] CounterOverflowStub::emit_code
     0.05%       2494785  C2 CompilerThre  [kernel.kallsyms]     [k] x86_pmu_enable_all
     0.05%       2492406  C2 CompilerThre  [kernel.kallsyms]     [k] __list_del_entry_valid
     0.05%       2489330  C1 CompilerThre  libjvm.so             [.] UseCountComputer::visit
     0.05%       2483552  C1 CompilerThre  libjvm.so             [.] as_ValueType
     0.05%       2479893  C1 CompilerThre  libjvm.so             [.] ValueStack::ValueStack
     0.05%       2466512  C1 CompilerThre  libjvm.so             [.] IntervalWalker::append_to_unhandled
     0.05%       2454541  C1 CompilerThre  libjvm.so             [.] LinearScan::init_compute_oop_maps
     0.05%       2451870  C1 CompilerThre  libjvm.so             [.] Instruction::as_BlockEnd
     0.05%       2446551  C1 CompilerThre  libjvm.so             [.] Interval::split
     0.05%       2442669  C1 CompilerThre  libjvm.so             [.] LIR_Assembler::emit_lir_list
     0.05%       2425386  C1 CompilerThre  libjvm.so             [.] BitMap::set_from
     0.05%       2420683  C1 CompilerThre  libjvm.so             [.] ciEnv::comp_level
     0.05%       2419897  C1 CompilerThre  libjvm.so             [.] Assembler::mov_literal64
     0.05%       2414277  C1 CompilerThre  libjvm.so             [.] BlockBegin::iterate_preorder
     0.05%       2414248  C1 CompilerThre  libjvm.so             [.] MethodLiveness::init_basic_blocks
     0.05%       2409471  C1 CompilerThre  [kernel.kallsyms]     [k] x2apic_send_IPI
     0.05%       2352083  C1 CompilerThre  libjvm.so             [.] BlockListBuilder::set_leaders
     0.05%       2334493  C1 CompilerThre  libjvm.so             [.] BitMap::set_difference
     0.05%       2287366  C1 CompilerThre  libc.so.6             [.] __memcmp_avx2_movbe
     0.05%       2283521  C1 CompilerThre  libjvm.so             [.] GraphBuilder::invoke
     0.05%       2280671  C1 CompilerThre  libjvm.so             [.] LinearScan::calc_operand_for_interval
     0.05%       2228580  C1 CompilerThre  libjvm.so             [.] CompilationPolicy::select_task
     0.05%       2172695  C1 CompilerThre  libjvm.so             [.] Assembler::reachable
     0.05%       2101266  C1 CompilerThre  libjvm.so             [.] ResourceBitMap::ResourceBitMap
     0.05%       2056848  C1 CompilerThre  libjvm.so             [.] SymbolTable::do_lookup
     0.04%       2043846  C1 CompilerThre  libjvm.so             [.] CompilationPolicy::is_mature
     0.04%       1973291  C1 CompilerThre  libjvm.so             [.] LinearScanWalker::free_collect_inactive_any
     0.04%       1965678  C1 CompilerThre  [kernel.kallsyms]     [k] __cgroup_throttle_swaprate
     0.04%       1866094  C2 CompilerThre  libjvm.so             [.] ConNode::make
     0.04%       1862224  java             [JIT] tid 157535      [.] 0x00007fe1556dc87f
     0.04%       1849771  C1 CompilerThre  libjvm.so             [.] ciObjectFactory::get
     0.04%       1847142  C2 CompilerThre  libjvm.so             [.] Chunk::next_chop
     0.04%       1844911  java             libjvm.so             [.] ClassVerifier::verify_cp_class_type
     0.04%       1836844  C2 CompilerThre  libjvm.so             [.] ConNode::hash
     0.04%       1833933  C1 CompilerThre  libjvm.so             [.] LIRGenerator::move_to_phi
     0.04%       1833508  C1 CompilerThre  libjvm.so             [.] Assembler::locate_operand
     0.04%       1830124  som              python2.7             [.] PyString_FromFormatV
     0.04%       1822364  C2 CompilerThre  libjvm.so             [.] MachNode::ideal_reg
