# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 8K of event 'cycles'
# Event count (approx.): 6921317673
#
# Overhead        Period  Command          Shared Object         Symbol                                                                                                                                                                                     
# ........  ............  ...............  ....................  ...........................................................................................................................................................................................
#
     0.01%        869753  java             [JIT] tid 160376      [.] 0x00007f0239fbeb87
     0.01%        869737  java             [JIT] tid 160376      [.] 0x00007f0239fb6962
     0.01%        869641  java             [JIT] tid 160376      [.] 0x00007f02396e2ce9
     0.01%        869589  java             libc.so.6             [.] __memmove_avx_unaligned_erms
     0.01%        869576  java             [JIT] tid 160376      [.] 0x00007f0241246e49
     0.01%        869532  java             [kernel.kallsyms]     [k] rcu_nocb_try_bypass
     0.01%        869481  C1 CompilerThre  libjvm.so             [.] Compilation::Compilation
     0.01%        869451  C2 CompilerThre  [vdso]                [.] 0x00000000000006f8
     0.01%        869404  java             [JIT] tid 160376      [.] 0x00007f02396ea43a
     0.01%        869340  java             [JIT] tid 160376      [.] 0x00007f0239d5613c
     0.01%        869316  java             [JIT] tid 160376      [.] 0x00007f02396db4f6
     0.01%        869275  java             libjvm.so             [.] StackMapFrame::StackMapFrame
     0.01%        869273  C1 CompilerThre  libjvm.so             [.] LIR_OprFact::value_type
     0.01%        869200  C1 CompilerThre  libjvm.so             [.] MethodData::post_initialize
     0.01%        869199  java             [JIT] tid 160376      [.] 0x00007f0241230072
     0.01%        869185  java             libjvm.so             [.] PlaceholderTable::find_and_add
     0.01%        869152  java             [vdso]                [.] 0x0000000000000820
     0.01%        869111  C2 CompilerThre  libjvm.so             [.] Parse::catch_inline_exceptions
     0.01%        869042  java             [JIT] tid 160376      [.] 0x00007f0239720a65
     0.01%        869021  C2 CompilerThre  libjvm.so             [.] Type::cleanup_speculative
     0.01%        868971  C1 CompilerThre  libjvm.so             [.] LIRGenerator::do_Invoke
     0.01%        868960  java             [JIT] tid 160376      [.] 0x00007f02396e9baa
     0.01%        868957  C2 CompilerThre  libjvm.so             [.] TypeAryPtr::make
     0.01%        868940  C2 CompilerThre  libjvm.so             [.] MemBarNode::make
     0.01%        868898  java             [JIT] tid 160376      [.] 0x00007f024120c406
     0.01%        868834  C2 CompilerThre  libjvm.so             [.] ConstraintCastNode::Identity
     0.01%        868829  GC Thread#7      libjvm.so             [.] PSPromotionManager::copy_unmarked_to_survivor_space<false>
     0.01%        868664  java             libjvm.so             [.] vframe::new_vframe
     0.01%        868643  C2 CompilerThre  libjvm.so             [.] CmpINode::Opcode
     0.01%        868639  java             libjvm.so             [.] JVM_FindLoadedClass
     0.01%        868578  C2 CompilerThre  libjvm.so             [.] SubTypeCheckNode::sub
     0.01%        868575  java             [JIT] tid 160376      [.] 0x00007f0239e8267c
     0.01%        868383  C1 CompilerThre  libjvm.so             [.] MoveResolver::get_virtual_register
     0.01%        868340  C1 CompilerThre  libjvm.so             [.] TypeStackSlotEntries::post_initialize
     0.01%        868309  java             [JIT] tid 160376      [.] 0x00007f02396df907
     0.01%        868303  java             [JIT] tid 160376      [.] 0x00007f02396dffd2
     0.01%        868229  C1 CompilerThre  libjvm.so             [.] LIRItem::load_item_force
     0.01%        868218  C1 CompilerThre  libjvm.so             [.] ciVirtualCallData::translate_from
     0.01%        868201  java             [JIT] tid 160376      [.] 0x00007f02396d887b
     0.01%        868177  java             [JIT] tid 160376      [.] 0x00007f0239cb156e
     0.01%        868115  java             [JIT] tid 160376      [.] 0x00007f02396df4c7
     0.01%        868098  java             [JIT] tid 160376      [.] 0x00007f02396d82ff
     0.01%        868055  C1 CompilerThre  libjvm.so             [.] ImplicitExceptionTable::copy_to
     0.01%        868020  java             [JIT] tid 160376      [.] 0x00007f0239f76161
     0.01%        867970  GC Thread#1      libjvm.so             [.] OopOopIterateDispatch<PCIterateMarkAndPushClosure>::Table::oop_oop_iterate<InstanceKlass, narrowOop>
     0.01%        867884  C2 CompilerThre  libjvm.so             [.] TypeInstPtr::make
     0.01%        867788  java             [kernel.kallsyms]     [k] __cgroup_throttle_swaprate
     0.01%        867787  java             [kernel.kallsyms]     [k] path_put
     0.01%        867785  java             [JIT] tid 160376      [.] 0x00007f0239702682
     0.01%        867645  C2 CompilerThre  libjvm.so             [.] StartNode::Opcode
     0.01%        867520  java             libjvm.so             [.] Copy::conjoint_swap
     0.01%        867300  java             [JIT] tid 160376      [.] 0x00007f02396e0d4a
     0.01%        867286  java             libjvm.so             [.] ChunkPool::allocate
     0.01%        867259  java             [JIT] tid 160376      [.] 0x00007f0239d699af
     0.01%        867225  C1 CompilerThre  [kernel.kallsyms]     [k] __update_load_avg_se
     0.01%        867204  C1 CompilerThre  libjvm.so             [.] AllocateHeap
     0.01%        867185  C2 CompilerThre  libjvm.so             [.] ModINode::Ideal
     0.01%        866987  java             libjvm.so             [.] oopDesc::metadata_field
     0.01%        866960  java             [JIT] tid 160376      [.] 0x00007f02396e554e
     0.01%        866943  C2 CompilerThre  libjvm.so             [.] TypeNode::cmp
     0.01%        866887  java             libjvm.so             [.] StringTable::intern
     0.01%        866799  GC Thread#7      [kernel.kallsyms]     [k] clear_page_rep
     0.01%        866755  java             libjvm.so             [.] AccessInternal::PostRuntimeDispatch<CardTableBarrierSet::AccessBarrier<402470ul, CardTableBarrierSet>, (AccessInternal::BarrierType)5, 402470ul>::oop_access_barrier
     0.01%        866700  java             [kernel.kallsyms]     [k] tick_sched_do_timer
     0.01%        866601  java             [JIT] tid 160376      [.] 0x00007f0239c8f26c
     0.01%        866557  C2 CompilerThre  libjvm.so             [.] TypeNarrowKlass::make
     0.01%        866539  java             libjvm.so             [.] AccessInternal::PostRuntimeDispatch<CardTableBarrierSet::AccessBarrier<2646116ul, CardTableBarrierSet>, (AccessInternal::BarrierType)0, 2646116ul>::oop_access_barrier
     0.01%        866530  GC Thread#3      libjvm.so             [.] ParMarkBitMap::mark_obj
     0.01%        866405  java             [kernel.kallsyms]     [k] bpf_lsm_inode_permission
     0.01%        866402  C1 CompilerThre  [kernel.kallsyms]     [k] syscall_trace_enter.constprop.0
     0.01%        866396  C1 CompilerThre  libc.so.6             [.] malloc
     0.01%        866323  java             libjvm.so             [.] InterpreterRuntime::frequency_counter_overflow
     0.01%        866237  java             [JIT] tid 160376      [.] 0x00007f0239ec9146
     0.01%        866197  C2 CompilerThre  [kernel.kallsyms]     [k] update_rt_rq_load_avg
     0.01%        866159  java             libjvm.so             [.] VerificationType::is_reference_assignable_from
     0.01%        866039  java             [JIT] tid 160376      [.] 0x00007f02396e85c0
     0.01%        866035  C2 CompilerThre  libjvm.so             [.] RetNode::ideal_Opcode
     0.01%        865934  java             libc.so.6             [.] __GI___pthread_enable_asynccancel
     0.01%        865782  C2 CompilerThre  libjvm.so             [.] PhaseStringOpts::collect_toString_calls
     0.01%        865687  java             [kernel.kallsyms]     [k] alloc_empty_file
     0.01%        865618  java             [JIT] tid 160376      [.] 0x00007f02396d82fb
     0.01%        865512  java             [JIT] tid 160376      [.] 0x00007f0239fbc64e
     0.01%        865299  java             [kernel.kallsyms]     [k] _raw_spin_lock
     0.01%        865228  java             [kernel.kallsyms]     [k] filemap_read
     0.01%        865156  C1 CompilerThre  libjvm.so             [.] LogicOp::visit
     0.01%        865085  C1 CompilerThre  libjvm.so             [.] ciReceiverTypeData::translate_from
     0.01%        865073  C2 CompilerThre  libjvm.so             [.] TypePtr::xmeet_helper
     0.01%        865023  C1 CompilerThre  libjvm.so             [.] SharedRuntime::java_calling_convention
     0.01%        864980  C1 CompilerThre  libjvm.so             [.] static_call_Relocation::pack_data_to
     0.01%        864966  C2 CompilerThre  libjvm.so             [.] MethodLiveness::BasicBlock::BasicBlock
     0.01%        864931  java             libjvm.so             [.] SystemDictionary::check_constraints
     0.01%        864706  java             [JIT] tid 160376      [.] 0x00007f02396e4c57
     0.01%        864517  C1 CompilerThre  libjvm.so             [.] CodeEmitInfo::interpreter_frame_size
     0.01%        864488  C2 CompilerThre  libjvm.so             [.] GraphKit::uncommon_trap
     0.01%        864453  java             [JIT] tid 160376      [.] 0x00007f0239c7f066
     0.01%        864359  java             [JIT] tid 160376      [.] 0x00007f02411ea203
     0.01%        864276  C1 CompilerThre  libjvm.so             [.] If::visit
     0.01%        864262  C1 CompilerThre  libjvm.so             [.] MethodData::profile_return_for_invoke
     0.01%        864161  java             [JIT] tid 160376      [.] 0x00007f02396e3c83
     0.01%        864115  java             [JIT] tid 160376      [.] 0x00007f0239cf0907
     0.01%        864069  C2 CompilerThre  libjvm.so             [.] AddNode::Value
     0.01%        864069  C2 CompilerThre  libjvm.so             [.] Parse::create_entry_map
     0.01%        863844  C2 CompilerThre  libjvm.so             [.] TypeLong::singleton
     0.01%        863810  C1 CompilerThre  libjvm.so             [.] CompileTask::code
     0.01%        863796  java             libjvm.so             [.] java_lang_ClassLoader::non_reflection_class_loader
     0.01%        863651  C1 CompilerThre  libjvm.so             [.] Dependencies::assert_common_1
     0.01%        863434  GC Thread#3      libjvm.so             [.] OopOopIterateDispatch<PCIterateMarkAndPushClosure>::Table::oop_oop_iterate<InstanceMirrorKlass, narrowOop>
     0.01%        863327  java             libjvm.so             [.] JavaFrameAnchor::make_walkable
     0.01%        863049  C2 CompilerThre  libjvm.so             [.] PhaseIdealLoop::clone_loop
     0.01%        863002  C1 CompilerThre  libjvm.so             [.] Compilation::compile_method
     0.01%        862970  C1 CompilerThre  libjvm.so             [.] ComputeLinearScanOrder::compute_dominators
     0.01%        862777  java             [JIT] tid 160376      [.] 0x00007f02411ae659
     0.01%        862631  java             [JIT] tid 160376      [.] 0x00007f0239dc4887
     0.01%        862518  java             [JIT] tid 160376      [.] 0x00007f02396e7108
     0.01%        862066  C2 CompilerThre  [kernel.kallsyms]     [k] rb_next
     0.01%        862002  C2 CompilerThre  libjvm.so             [.] PhaseMacroExpand::expand_subtypecheck_node
     0.01%        861983  java             [JIT] tid 160376      [.] 0x00007f02411ac2b4
     0.01%        861925  java             [JIT] tid 160376      [.] 0x00007f0239ee108e
     0.01%        861722  java             libjvm.so             [.] java_lang_String::create_from_unicode
     0.01%        861689  C1 CompilerThre  libjvm.so             [.] LinearScanWalker::split_for_spilling
     0.01%        861376  C2 CompilerThre  libc.so.6             [.] pthread_mutex_trylock@@GLIBC_2.34
     0.01%        861181  C2 CompilerThre  [kernel.kallsyms]     [k] do_anonymous_page
     0.01%        861090  C2 CompilerThre  libjvm.so             [.] BarrierSetAssembler::nmethod_entry_barrier
     0.01%        861062  java             [JIT] tid 160376      [.] 0x00007f02411db0db
     0.01%        861013  java             libjvm.so             [.] VerificationType::resolve_and_check_assignability
     0.01%        860963  C2 CompilerThre  libjvm.so             [.] Tarjan::LINK
     0.01%        860931  C1 CompilerThre  libjvm.so             [.] ResourceObj::operator new
     0.01%        860717  C1 CompilerThre  libjvm.so             [.] GrowableArrayWithAllocator<MethodLiveness::BasicBlock*, GrowableArray<MethodLiveness::BasicBlock*> >::grow
     0.01%        860515  java             [JIT] tid 160376      [.] 0x00007f02396d8256
     0.01%        860509  java             libjvm.so             [.] MethodHandles::resolve_MemberName
     0.01%        860489  java             libjvm.so             [.] AccessInternal::PostRuntimeDispatch<CardTableBarrierSet::AccessBarrier<18112614ul, CardTableBarrierSet>, (AccessInternal::BarrierType)8, 18112614ul>::oop_access_barrier<HeapWordImpl*>
     0.01%        860411  C1 CompilerThre  libjvm.so             [.] ConstantOopWriteValue::write_on
     0.01%        860395  java             [JIT] tid 160376      [.] 0x00007f02396e97b1
     0.01%        860384  java             [JIT] tid 160376      [.] 0x00007f024123604a
     0.01%        860236  C1 CompilerThre  libjvm.so             [.] InstanceKlass::is_same_class_package
     0.01%        860112  C2 CompilerThre  libjvm.so             [.] CmpNode::Identity
     0.01%        859768  C1 CompilerThre  libjvm.so             [.] ciBytecodeStream::get_field
     0.01%        859743  java             [JIT] tid 160376      [.] 0x00007f02396de340
     0.01%        859739  C2 CompilerThre  [kernel.kallsyms]     [k] free_pcppages_bulk
     0.01%        859650  C1 CompilerThre  libjvm.so             [.] GraphBuilder::try_inline_full
     0.01%        859601  java             [JIT] tid 160376      [.] 0x00007f0239c820bc
     0.01%        859572  java             [JIT] tid 160376      [.] 0x00007f0239c82be4
     0.01%        859502  java             [JIT] tid 160376      [.] 0x00007f0239d2bb4c
     0.01%        859454  java             [JIT] tid 160376      [.] 0x00007f02396ea30a
     0.01%        859304  java             [kernel.kallsyms]     [k] prepare_alloc_pages.constprop.0
     0.01%        858958  java             [JIT] tid 160376      [.] 0x00007f02396e831c
     0.01%        858915  C2 CompilerThre  libjvm.so             [.] ConvI2LNode::Opcode
     0.01%        858913  C2 CompilerThre  [kernel.kallsyms]     [k] exit_to_user_mode_prepare
     0.01%        858885  C2 CompilerThre  libjvm.so             [.] JVMState::clone_deep
     0.01%        858509  C1 CompilerThre  libjvm.so             [.] ExceptionMark::ExceptionMark
     0.01%        858431  java             [JIT] tid 160376      [.] 0x00007f0239d6c383
     0.01%        858391  java             [JIT] tid 160376      [.] 0x00007f02396e86e0
     0.01%        858248  java             libjvm.so             [.] Method::can_be_statically_bound
     0.01%        857468  java             [JIT] tid 160376      [.] 0x00007f02396e4c52
     0.01%        857358  C1 CompilerThre  libjvm.so             [.] Instruction::as_NewMultiArray
     0.01%        857312  C2 CompilerThre  libjvm.so             [.] TypeAryPtr::remove_speculative
     0.01%        857286  C1 CompilerThre  libjvm.so             [.] GraphBuilder::try_inline
     0.01%        856999  java             libjvm.so             [.] MemAllocator::Allocation::check_out_of_memory
     0.01%        856983  java             [JIT] tid 160376      [.] 0x00007f02396e9606
     0.01%        856687  GC Thread#0      libjvm.so             [.] PSPromotionManager::copy_unmarked_to_survivor_space<false>
     0.01%        856597  C1 CompilerThre  libjvm.so             [.] ciInstanceKlass::is_instance_klass
     0.01%        856549  C2 CompilerThre  libjvm.so             [.] ciObjectFactory::create_new_metadata
     0.01%        856197  C1 CompilerThre  libjvm.so             [.] ArrayLength::hash
     0.01%        856132  C1 CompilerThre  libjvm.so             [.] LinearScan::calc_operand_for_interval
     0.01%        855563  C2 CompilerThre  [kernel.kallsyms]     [k] do_syscall_64
     0.01%        855487  C2 CompilerThre  libjvm.so             [.] CatchNode::Opcode
     0.01%        855454  java             [kernel.kallsyms]     [k] selinux_mmap_file
     0.01%        855386  java             libjvm.so             [.] JVM_GetClassAccessFlags
     0.01%        855209  java             libjvm.so             [.] AccessInternal::PostRuntimeDispatch<CardTableBarrierSet::AccessBarrier<1335398ul, CardTableBarrierSet>, (AccessInternal::BarrierType)3, 1335398ul>::oop_access_barrier
     0.01%        855123  C1 CompilerThre  libjvm.so             [.] Relocation::fix_relocation_after_move
     0.01%        855016  java             libjava.so            [.] free@plt
     0.01%        854941  C2 CompilerThre  [kernel.kallsyms]     [k] sync_regs
     0.01%        854866  C2 CompilerThre  libjvm.so             [.] TypeOopPtr::filter_helper
     0.01%        854711  GC Thread#2      libjvm.so             [.] OopOopIterateDispatch<PCAdjustPointerClosure>::Table::oop_oop_iterate<InstanceMirrorKlass, narrowOop>
     0.01%        854586  C2 CompilerThre  libjvm.so             [.] ciConstantPoolCache::get
     0.01%        854525  C2 CompilerThre  [kernel.kallsyms]     [k] read_tsc
     0.01%        854518  C2 CompilerThre  libjvm.so             [.] SystemDictionary::find_constrained_instance_or_array_klass
     0.01%        854172  java             [JIT] tid 160376      [.] 0x00007f02411bbfc7
     0.01%        854083  C2 CompilerThre  libjvm.so             [.] AddNode::Ideal
     0.01%        853900  java             [kernel.kallsyms]     [k] release_pages
     0.01%        853895  C1 CompilerThre  libjvm.so             [.] os::vm_page_size
     0.01%        853719  C1 CompilerThre  libjvm.so             [.] VMError::is_error_reported
     0.01%        853530  C2 CompilerThre  libjvm.so             [.] Block::num_fall_throughs
     0.01%        853459  C2 CompilerThre  libjvm.so             [.] DecodeNNode::Opcode
     0.01%        853121  java             libjvm.so             [.] CompilerConfig::is_interpreter_only
     0.01%        853117  C2 CompilerThre  libjvm.so             [.] PhaseIFG::test_edge_sq
     0.01%        853074  C1 CompilerThre  libjvm.so             [.] BlockListBuilder::make_block_at
     0.01%        853049  C1 CompilerThre  libjvm.so             [.] GraphBuilder::check_cast
     0.01%        853010  C1 CompilerThre  libjvm.so             [.] MacroAssembler::align
     0.01%        852950  C1 CompilerThre  libjvm.so             [.] LinearScan::resolve_exception_edge
     0.01%        852938  C1 CompilerThre  libjvm.so             [.] GraphBuilder::load_indexed
     0.01%        852731  java             libjvm.so             [.] KlassFactory::create_from_stream
     0.01%        852712  C1 CompilerThre  libjvm.so             [.] Assembler::shrq
     0.01%        852385  C2 CompilerThre  libjvm.so             [.] Phase::Phase
     0.01%        851959  C2 CompilerThre  libjvm.so             [.] ciMethodBlocks::make_block_at
     0.01%        851878  java             [JIT] tid 160376      [.] 0x00007f0239ed8167
     0.01%        851830  java             [JIT] tid 160376      [.] 0x00007f0239dc7c55
     0.01%        851641  java             libjvm.so             [.] vframe::vframe
     0.01%        851593  C2 CompilerThre  libjvm.so             [.] MethodLiveness::BasicBlock::compute_gen_kill_range
     0.01%        851589  C2 CompilerThre  libjvm.so             [.] NodeHash::hash_delete
     0.01%        851574  C1 CompilerThre  libjvm.so             [.] Assembler::movslq
     0.01%        851385  VM Thread        libjvm.so             [.] CompiledMethod::oops_reloc_begin
     0.01%        851211  java             [JIT] tid 160376      [.] 0x00007f0239d45007
     0.01%        851195  C2 CompilerThre  libjvm.so             [.] StoreBNode::Opcode
     0.01%        851077  java             [JIT] tid 160376      [.] 0x00007f0239d0c687
     0.01%        851060  C1 CompilerThre  libjvm.so             [.] MacroAssembler::stop
     0.01%        850752  C2 CompilerThre  libjvm.so             [.] CompileBroker::invoke_compiler_on_method
     0.01%        849947  C2 CompilerThre  libjvm.so             [.] LinkResolver::resolve_method
     0.01%        849925  java             [JIT] tid 160376      [.] 0x00007f02396e8333
     0.01%        849759  C1 CompilerThre  libjvm.so             [.] ciMethod::has_balanced_monitors
     0.01%        849423  C1 CompilerThre  libjvm.so             [.] ciConstantPoolCache::insert
     0.01%        849325  java             [JIT] tid 160376      [.] 0x00007f0239dc44c7
     0.01%        849212  java             [JIT] tid 160376      [.] 0x00007f0239ce95df
     0.01%        848905  C1 CompilerThre  libjvm.so             [.] ciBytecodeStream::get_declared_method_holder
     0.01%        848830  java             libjvm.so             [.] StackValue::create_stack_value
     0.01%        848779  java             libjvm.so             [.] Method::backedge_count
     0.01%        848734  java             libjvm.so             [.] ClassFileParser::check_inner_classes_circularity
     0.01%        848546  C1 CompilerThre  libc.so.6             [.] cfree@GLIBC_2.2.5
     0.01%        848435  C1 CompilerThre  libjvm.so             [.] Instruction::as_Intrinsic
     0.01%        848119  C1 CompilerThre  libjvm.so             [.] BlockBegin::visit
     0.01%        848069  C2 CompilerThre  libjvm.so             [.] methodHandle::~methodHandle
     0.01%        848025  C1 CompilerThre  libjvm.so             [.] LIR_Assembler::add_call_info
     0.01%        847954  C1 CompilerThre  libjvm.so             [.] LinkResolver::linktime_resolve_special_method
     0.01%        847951  C2 CompilerThre  libjvm.so             [.] Assembler::testl
     0.01%        847646  C2 CompilerThre  [kernel.kallsyms]     [k] __calc_delta
     0.01%        847395  C2 CompilerThre  libjvm.so             [.] ciKlass::least_common_ancestor
     0.01%        847327  C1 CompilerThre  libjvm.so             [.] MethodData::profile_arguments
     0.01%        846752  C1 CompilerThre  libjvm.so             [.] LinearScan::resolve_data_flow
     0.01%        846331  java             libjvm.so             [.] Method::verified_code_entry
     0.01%        845893  java             [JIT] tid 160376      [.] 0x00007f0241205e60
     0.01%        845850  C2 CompilerThre  libjvm.so             [.] ciMetadata::is_obj_array_klass
     0.01%        845811  java             [JIT] tid 160376      [.] 0x00007f0239dfb2c3
     0.01%        845307  C1 CompilerThre  libjvm.so             [.] Assembler::emit_data
     0.01%        845244  java             [JIT] tid 160376      [.] 0x00007f0239ec2fce
     0.01%        844778  C2 CompilerThre  [kernel.kallsyms]     [k] free_unref_page_commit.constprop.0
     0.01%        844679  C1 CompilerThre  libjvm.so             [.] LinkResolver::resolve_interface_method
     0.01%        844374  java             libjvm.so             [.] StackMapFrame::initialize_object
     0.01%        844300  GC Thread#0      libjvm.so             [.] ParMarkBitMap::iterate
     0.01%        844062  C1 CompilerThre  libjvm.so             [.] ValueStack::total_locks_size
     0.01%        843762  C2 CompilerThre  libjvm.so             [.] MethodData::next_data
     0.01%        843630  C1 CompilerThre  libjvm.so             [.] GraphBuilder::copy_state_for_exception_with_bci
     0.01%        843466  C1 CompilerThre  libjvm.so             [.] Symbol::as_C_string
     0.01%        843207  java             [JIT] tid 160376      [.] 0x00007f0239d47538
     0.01%        842983  VM Thread        [kernel.kallsyms]     [k] try_to_wake_up
     0.01%        842939  C1 CompilerThre  [kernel.kallsyms]     [k] strncpy_from_user
     0.01%        842609  java             [JIT] tid 160376      [.] 0x00007f0239ee8ae7
     0.01%        842589  C1 CompilerThre  libjvm.so             [.] CounterOverflowStub::visit
     0.01%        842002  C1 CompilerThre  libjvm.so             [.] Dictionary::find_class
     0.01%        841871  C2 CompilerThre  libjvm.so             [.] PhaseTransform::intcon
     0.01%        841848  C2 CompilerThre  libjvm.so             [.] CallNode::match
     0.01%        841728  java             [JIT] tid 160376      [.] 0x00007f023a003015
     0.01%        841383  C2 CompilerThre  libjvm.so             [.] CmpUNode::Value
     0.01%        840724  GC Thread#0      libjvm.so             [.] ParMarkBitMap::mark_obj
     0.01%        840668  java             [JIT] tid 160376      [.] 0x00007f02396e16ca
     0.01%        840180  C2 CompilerThre  libjvm.so             [.] ciObject::klass
     0.01%        840109  C1 CompilerThre  libjvm.so             [.] stringStream::write
     0.01%        840097  java             [kernel.kallsyms]     [k] detach_tasks
     0.01%        839980  C2 CompilerThre  libjvm.so             [.] ciMethod::get_method_blocks
     0.01%        839911  C1 CompilerThre  [vdso]                [.] 0x0000000000000856
     0.01%        839209  C1 CompilerThre  libjvm.so             [.] SignatureIterator::return_type
     0.01%        839159  C1 CompilerThre  libjvm.so             [.] Dependencies::DepStream::context_type
     0.01%        838700  C1 CompilerThre  libjvm.so             [.] clock_gettime@plt
     0.01%        838412  java             [JIT] tid 160376      [.] 0x00007f0239de759a
     0.01%        838126  GC Thread#2      libjvm.so             [.] MoveAndUpdateClosure::do_addr
     0.01%        837760  java             [JIT] tid 160376      [.] 0x00007f0239ff8d3d
     0.01%        837398  GC Thread#4      libjvm.so             [.] OopOopIterateDispatch<PCIterateMarkAndPushClosure>::Table::oop_oop_iterate<InstanceMirrorKlass, narrowOop>
     0.01%        836957  C1 CompilerThre  libjvm.so             [.] LIR_Assembler::emit_unwind_handler
     0.01%        836874  C2 CompilerThre  libjvm.so             [.] TypeAryPtr::add_offset
     0.01%        836671  C1 CompilerThre  libjvm.so             [.] BarrierSetAssembler::tlab_allocate
     0.01%        836450  C1 CompilerThre  libjvm.so             [.] ciKlass::is_klass
     0.01%        835878  C2 CompilerThre  libjvm.so             [.] TypeTuple::make_domain
     0.01%        835835  C1 CompilerThre  libjvm.so             [.] DataLayout::data_in
     0.01%        835642  java             [JIT] tid 160376      [.] 0x00007f024122de48
     0.01%        835419  C2 CompilerThre  libjvm.so             [.] CheckCastPPNode::Opcode
     0.01%        835131  C1 CompilerThre  libjvm.so             [.] Symbol::as_klass_external_name
     0.01%        834719  java             [JIT] tid 160376      [.] 0x00007f024122fb33
     0.01%        834485  C1 CompilerThre  libjvm.so             [.] metaspace::MetaspaceArena::allocate
     0.01%        834444  java             [JIT] tid 160376      [.] 0x00007f0239eb4f3c
     0.01%        834256  GC Thread#0      libjvm.so             [.] PSPromotionManager::drain_stacks_depth
     0.01%        834061  java             [JIT] tid 160376      [.] 0x00007f02396ea30e
     0.01%        833777  C2 CompilerThre  [kernel.kallsyms]     [k] dequeue_entity
     0.01%        833777  C2 CompilerThre  libjvm.so             [.] ConstantPool::impl_name_ref_at
     0.01%        833777  C2 CompilerThre  libjvm.so             [.] GraphKit::set_predefined_input_for_runtime_call
     0.01%        833429  C2 CompilerThre  libjvm.so             [.] DecodeNNode::Identity
     0.01%        832801  C1 CompilerThre  libjvm.so             [.] ComputeLinearScanOrder::compute_dominator_impl
     0.01%        832318  C1 CompilerThre  libjvm.so             [.] ciMethod::liveness_at_bci
     0.01%        831955  C1 CompilerThre  libjvm.so             [.] ValueNumberingVisitor::do_StoreIndexed
     0.01%        831801  C2 CompilerThre  libjvm.so             [.] cmpOpUOper::num_edges
     0.01%        831750  java             [JIT] tid 160376      [.] 0x00007f02396e4901
     0.01%        830237  C1 CompilerThre  libjvm.so             [.] ValueStack::pop_arguments
     0.01%        829980  C2 CompilerThre  libjvm.so             [.] CompilationPolicy::select_task
     0.01%        829893  GC Thread#1      libc.so.6             [.] __memmove_avx_unaligned
     0.01%        829612  C2 CompilerThre  libjvm.so             [.] RootNode::bottom_type
     0.01%        829225  C2 CompilerThre  libjvm.so             [.] Node_Array::remove
     0.01%        828826  C2 CompilerThre  libjvm.so             [.] ciMethod::liveness_at_bci
     0.01%        827981  C1 CompilerThre  libjvm.so             [.] methodHandle::methodHandle
     0.01%        827879  C1 CompilerThre  libjvm.so             [.] IR::compute_use_counts
     0.01%        827827  C2 CompilerThre  libjvm.so             [.] subI_rRegNode::rule
     0.01%        827110  C1 CompilerThre  libjvm.so             [.] LIR_List::store
     0.01%        826692  C2 CompilerThre  [kernel.kallsyms]     [k] open_last_lookups
     0.01%        826196  C1 CompilerThre  libjvm.so             [.] LoadField::hash
     0.01%        826032  C1 CompilerThre  libjvm.so             [.] CodeBuffer::copy_relocations_to
     0.01%        825352  C2 CompilerThre  libjvm.so             [.] Method::has_unloaded_classes_in_signature
     0.01%        825100  C2 CompilerThre  libjvm.so             [.] IdealLoopTree::check_safepts
     0.01%        825077  C1 CompilerThre  libjvm.so             [.] TraceTime::~TraceTime
     0.01%        824839  C2 CompilerThre  [kernel.kallsyms]     [k] free_pages_and_swap_cache
     0.01%        824222  C1 CompilerThre  libjvm.so             [.] ProfileCall::visit
     0.01%        823954  C2 CompilerThre  libjvm.so             [.] Node_List::push
     0.01%        822812  GC Thread#0      libjvm.so             [.] ParallelScavengeHeap::is_in_reserved
     0.01%        821838  java             [JIT] tid 160376      [.] 0x00007f023a032ed1
     0.01%        821198  C1 CompilerThre  libjvm.so             [.] SystemDictionary::add_loader_constraint
     0.01%        819377  C1 CompilerThre  libjvm.so             [.] ciMethod::highest_osr_comp_level
     0.01%        819307  GC Thread#3      libjvm.so             [.] ReferenceProcessor::discover_reference
     0.01%        818922  C2 CompilerThre  libjvm.so             [.] TypeInt::xmeet
     0.01%        818359  C2 CompilerThre  libjvm.so             [.] TypeInstPtr::cast_to_exactness
     0.01%        818222  java             [kernel.kallsyms]     [k] __x64_sys_readlink
     0.01%        817790  C2 CompilerThre  libjvm.so             [.] Node::find_long_type
     0.01%        817661  C1 CompilerThre  libjvm.so             [.] ValueStack::copy
     0.01%        816565  GC Thread#5      libjvm.so             [.] CodeHeap::next_used
     0.01%        815898  C1 CompilerThre  libjvm.so             [.] CodeBuffer::verify_section_allocation
     0.01%        815411  C2 CompilerThre  libjvm.so             [.] TypeKlassPtr::hash
     0.01%        815044  C1 CompilerThre  libjvm.so             [.] Assembler::nop
     0.01%        814087  java             libjvm.so             [.] NativeCall::set_destination_mt_safe
     0.01%        813483  C1 CompilerThre  libjvm.so             [.] PhiResolver::~PhiResolver
     0.01%        813306  C1 CompilerThre  libjvm.so             [.] ControlFlowOptimizer::delete_jumps_to_return
     0.01%        812904  C2 CompilerThre  libjvm.so             [.] LoadRangeNode::Value
     0.01%        812740  C1 CompilerThre  libjvm.so             [.] Dependencies::initialize
     0.01%        812614  C1 CompilerThre  libjvm.so             [.] GlobalValueNumbering::kill_field
